start_date,end_date,duration_hours,duration_minutes,war_id,faction_id,faction_name,won,score,total_war_score,attacks,rank_before,rank_after,member_count,participating_member_count,reward_respect,reward_points,Small Arms Cache,Armor Cache,Melee Cache,Medium Arms Cache,Heavy Arms Cache,forfeit,score_pct_of_war_total,faction_total_wins,faction_total_wars,faction_win_percentage,rank_number_before,rank_number_after,total_cache_value
2025-01-31 19:00:00,2025-02-03 18:12:24,71.21,4272.0,21719,52315,Th3 Illuminati 3.0,False,1560,4581,360,Silver,Bronze III,13,7,1244,0,0.0,0.0,0.0,1.0,0.0,False,0.341,0,4,0.0,5,4,190.0
2025-05-03 19:00:00,2025-05-04 22:20:03,27.33,1640.0,24908,52662,The Carmine Coven,True,2065,2302,482,Bronze I,Bronze II,15,13,1881,0,0.0,1.0,1.0,0.0,0.0,False,0.897,5,6,0.8333333333333334,2,3,442.0
2025-05-03 19:00:00,2025-05-04 22:20:03,27.33,1640.0,24908,53527,The Rising Stars,False,237,2302,45,Bronze,Bronze,15,3,205,0,0.0,0.0,0.0,0.0,0.0,False,0.103,3,10,0.3,1,1,0.0
2025-03-06 21:00:00,2025-03-09 08:00:55,59.02,3541.0,22989,38319,Unity Of Victory,False,1789,6395,178,Gold III,Gold II,16,13,2294,757,1.0,0.0,0.0,2.0,0.0,False,0.28,11,22,0.5,12,11,491.0
2025-03-06 21:00:00,2025-03-09 08:00:55,59.02,3541.0,22989,41309,The Askelads,True,4606,6395,550,Gold III,Platinum I,21,18,4939,1630,1.0,4.0,0.0,0.0,0.0,False,0.72,12,17,0.7058823529411765,12,14,1347.0
2025-01-30 20:00:00,2025-02-02 16:00:55,68.02,4081.0,21766,49707,T'c outkasts,True,2569,4088,669,Bronze,Bronze I,15,13,1631,0,1.0,1.0,0.0,0.0,0.0,False,0.628,5,14,0.35714285714285715,1,2,420.0
2025-01-30 20:00:00,2025-02-02 16:00:55,68.02,4081.0,21766,53109,Warborn Brotherhood,False,1519,4088,328,Unranked,Unranked,15,9,748,0,1.0,0.0,0.0,0.0,0.0,False,0.372,9,17,0.5294117647058824,0,0,111.0
2025-04-04 09:00:00,2025-04-06 16:17:33,55.29,3318.0,23942,15694,ZERO TO HERO SUPREME,True,2044,2863,532,Bronze II,Bronze III,13,12,1637,540,1.0,1.0,0.0,0.0,0.0,False,0.714,4,8,0.5,3,4,420.0
2025-04-04 09:00:00,2025-04-06 16:17:33,55.29,3318.0,23942,53542,Chicago Outfit. war,False,819,2863,181,Bronze I,Bronze I,11,2,744,0,0.0,0.0,1.0,0.0,0.0,False,0.286,5,9,0.5555555555555556,2,2,133.0
2025-03-20 18:00:00,2025-03-21 02:54:58,8.92,535.0,23402,9503,TSFTS Microbrewery,False,2613,14228,296,Platinum II,Platinum I,36,17,2688,887,2.0,1.0,1.0,0.0,0.0,False,0.184,4,12,0.3333333333333333,15,14,664.0
